16-7-21 下午1:57
项目统计

     	    片段	    词汇	字符（无空白）	字符（含空白）	#Files	
总共：  	101133	421051	3605151	3954532	  2065	
剩余：  	 83148	379180	3333065	3660972	  2065	
独特：  	 47359	300630	2532248	2817008	  2064	
剩余独特：	 47010	298063	2515315	2797722	  2064	


单文件统计：

文件名                                                                     	 总片段	剩余片段	独特片段	剩余独特片段	总计词汇	剩余词汇	独特词汇	剩余独特词汇	总字符（无空白）	剩余字符（无空白）	独特字符（无空白）	剩余独特字符（无空白）	总字符（含空白）	剩余字符（含空白）	独特字符（含空白）	剩余独特字符（含空白）	
documentation/database/opendatabaserequester.html                       	  38	  30	   7	     7	 159	 148	  38	    38	    1225	     1159	      356	        356	    1358	     1289	      392	        392	
documentation/database/previousdatabaserow.html                         	  40	  32	  11	    11	 163	 152	 112	   112	    1468	     1402	      787	        787	    1597	     1528	      892	        892	
documentation/database/setdatabaseblob.html                             	  47	  39	  21	    21	 256	 245	 196	   196	    1945	     1881	     1496	       1496	    2165	     2098	     1678	       1678	
documentation/database/setdatabasedouble.html                           	  44	  35	  15	    15	 180	 168	 147	   147	    1509	     1438	     1103	       1103	    1650	     1576	     1238	       1238	
documentation/database/setdatabasefloat.html                            	  44	  35	   7	     7	 179	 167	  34	    34	    1504	     1433	      498	        498	    1644	     1570	      528	        528	
documentation/database/setdatabaselong.html                             	  44	  35	   7	     7	 180	 168	  35	    35	    1501	     1430	      495	        495	    1642	     1568	      526	        526	
documentation/database/setdatabasenull.html                             	  36	  27	   7	     7	  96	  84	  48	    48	    1058	      987	      591	        591	    1121	     1047	      635	        635	
documentation/database/setdatabasequad.html                             	  44	  35	   7	     7	 180	 168	  35	    35	    1507	     1436	      500	        500	    1648	     1574	      531	        531	
documentation/database/setdatabasestring.html                           	  44	  35	   6	     6	 179	 167	  33	    33	    1500	     1429	      491	        491	    1640	     1566	      521	        521	
documentation/database/useodbcdatabase.html                             	  37	  27	  15	    15	 141	 128	 118	   118	    1303	     1225	      995	        995	    1415	     1334	     1104	       1104	
documentation/database/usepostgresqldatabase.html                       	  50	  39	  27	    27	 228	 214	 205	   205	    1781	     1698	     1506	       1506	    1969	     1883	     1691	       1691	
documentation/database/usesqlitedatabase.html                           	  47	  36	  23	    23	 173	 159	 150	   150	    1578	     1495	     1282	       1282	    1708	     1622	     1409	       1409	
documentation/date/adddate.html                                         	  37	  29	  26	    26	 211	 200	 197	   197	    1344	     1278	     1254	       1254	    1533	     1464	     1440	       1440	
documentation/date/date.html                                            	  30	  22	  18	    18	 139	 128	 124	   124	     949	      883	      846	        846	    1054	      985	      948	        948	
documentation/date/day.html                                             	  28	  20	  11	    11	  76	  65	  56	    56	     583	      517	      435	        435	     635	      566	      484	        484	
documentation/date/dayofweek.html                                       	  35	  27	  16	    16	  94	  83	  66	    66	     713	      647	      431	        431	     783	      714	      492	        492	
documentation/date/dayofyear.html                                       	  30	  22	  10	    10	 100	  89	  71	    71	     743	      677	      440	        440	     818	      749	      506	        506	
documentation/date/formatdate.html                                      	  37	  29	  24	    24	 210	 199	 194	   194	    1250	     1184	     1138	       1138	    1418	     1349	     1303	       1303	
documentation/date/hour.html                                            	  28	  20	  10	    10	  78	  67	  57	    57	     608	      542	      438	        438	     662	      593	      489	        489	
documentation/date/index.html                                           	  39	  33	  17	    17	  98	  88	  74	    74	     776	      714	      551	        551	     829	      762	      599	        599	
documentation/date/minute.html                                          	  28	  20	  10	    10	  78	  67	  57	    57	     604	      538	      443	        443	     658	      589	      494	        494	
documentation/date/month.html                                           	  28	  20	  10	    10	  78	  67	  57	    57	     610	      544	      442	        442	     664	      595	      493	        493	
documentation/date/parsedate.html                                       	  35	  27	  12	    12	 200	 189	 103	   103	    1098	     1032	      621	        621	    1259	     1190	      708	        708	
documentation/date/second.html                                          	  28	  20	   9	     9	  78	  67	  49	    49	     613	      547	      417	        417	     667	      598	      461	        461	
documentation/date/year.html                                            	  26	  18	   9	     9	  68	  57	  48	    48	     539	      473	      384	        384	     583	      514	      425	        425	
documentation/debugger/cleardebugoutput.html                            	  31	  21	  19	    19	  68	  55	  53	    53	     762	      686	      656	        656	     808	      729	      699	        699	
documentation/debugger/copydebugoutput.html                             	  24	  15	   8	     8	  47	  35	  25	    25	     610	      541	      380	        380	     634	      562	      401	        401	
documentation/debugger/index.html                                       	  50	  45	  32	    32	 137	 128	 117	   117	    1435	     1380	     1176	       1176	    1525	     1465	     1261	       1261	
documentation/debugger/purifiergranularity.html                         	  37	  28	  17	    17	 176	 164	 112	   112	    1311	     1240	      879	        879	    1452	     1378	      978	        978	
documentation/debugger/resetprofiler.html                               	  22	  13	   6	     6	  40	  28	  20	    20	     491	      422	      284	        284	     512	      440	      302	        302	
documentation/debugger/savedebugoutput.html                             	  29	  20	  11	    11	  80	  68	  57	    57	     802	      731	      552	        552	     853	      779	      600	        600	
documentation/debugger/showassemblyviewer.html                          	  20	  11	   5	     5	  45	  33	  23	    23	     430	      361	      227	        227	     457	      385	      249	        249	
documentation/debugger/showcallstack.html                               	  20	  11	   5	     5	  44	  32	  22	    22	     420	      351	      212	        212	     446	      374	      233	        233	
documentation/debugger/showdebugoutput.html                             	  24	  15	   6	     6	  54	  42	  30	    30	     615	      546	      345	        345	     646	      574	      373	        373	
documentation/debugger/showlibraryviewer.html                           	  34	  25	  18	    18	 190	 178	 167	   167	    1540	     1469	     1305	       1305	    1721	     1647	     1481	       1481	
documentation/debugger/showmemoryviewer.html                            	  28	  19	  12	    12	 111	  99	  88	    88	     915	      844	      682	        682	    1028	      954	      790	        790	
documentation/debugger/showprofiler.html                                	  23	  14	   6	     6	  50	  38	  28	    28	     554	      485	      314	        314	     583	      511	      340	        340	
documentation/debugger/showvariableviewer.html                          	  20	  11	   5	     5	  45	  33	  23	    23	     424	      355	      224	        224	     451	      379	      246	        246	
documentation/debugger/showwatchlist.html                               	  20	  11	   5	     5	  44	  32	  22	    22	     416	      347	      210	        210	     442	      370	      231	        231	
documentation/debugger/startprofiler.html                               	  22	  13	   6	     6	  42	  30	  22	    22	     483	      414	      285	        285	     506	      434	      305	        305	
documentation/debugger/stopprofiler.html                                	  21	  12	   6	     6	  40	  28	  21	    21	     438	      369	      256	        256	     458	      386	      273	        273	
documentation/desktop/desktopdepth.html                                 	  30	  21	  18	    18	 108	  96	  93	    93	     993	      920	      869	        869	    1065	      989	      938	        938	
documentation/desktop/desktopfrequency.html                             	  37	  29	  14	    14	 150	 139	  92	    92	    1305	     1235	      852	        852	    1428	     1355	      940	        940	
documentation/desktop/desktopheight.html                                	  31	  22	  10	    10	  99	  87	  29	    29	     982	      909	      375	        375	    1047	      971	      398	        398	
documentation/desktop/desktopmousex.html                                	  31	  22	  16	    16	 136	 124	 118	   118	    1267	     1196	     1093	       1093	    1392	     1318	     1215	       1215	
documentation/desktop/desktopmousey.html                                	  31	  22	   9	     9	 133	 121	  59	    59	    1259	     1188	      465	        465	    1381	     1307	      519	        519	
documentation/desktop/desktopname.html                                  	  32	  23	   9	     9	 106	  94	  50	    50	     951	      878	      512	        512	    1031	      955	      559	        559	
documentation/desktop/desktopwidth.html                                 	  31	  22	   7	     7	  99	  87	  26	    26	     960	      887	      318	        318	    1025	      949	      341	        341	
documentation/desktop/desktopx.html                                     	  31	  23	   9	     9	 119	 108	  64	    64	     897	      831	      478	        478	     989	      920	      537	        537	
documentation/desktop/desktopy.html                                     	  31	  23	   8	     8	 116	 105	  48	    48	     897	      831	      414	        414	     986	      917	      458	        458	
documentation/desktop/examinedesktops.html                              	  32	  22	  10	    10	 105	  92	  80	    80	    1057	      979	      778	        778	    1133	     1052	      851	        851	
documentation/desktop/index.html                                        	  32	  26	  15	    15	  58	  48	  37	    37	     706	      644	      460	        460	     733	      666	      482	        482	
documentation/dialog/createdialog.html                                  	  25	  18	  14	    14	  84	  74	  62	    62	     662	      603	      489	        489	     722	      660	      539	        539	
documentation/dialog/dialogerror.html                                   	  23	  16	  11	    11	  66	  56	  51	    51	     571	      512	      442	        442	     618	      556	      486	        486	
documentation/dialog/dialoggadget.html                                  	  23	  16	   8	     8	  76	  66	  54	    54	     552	      493	      357	        357	     609	      547	      407	        407	
documentation/dialog/dialogid.html                                      	  21	  14	   6	     6	  55	  45	  22	    22	     466	      407	      212	        212	     504	      442	      232	        232	
documentation/dialog/dialogwindow.html                                  	  25	  18	   9	     9	  73	  63	  50	    50	     605	      546	      385	        385	     656	      594	      429	        429	
documentation/dialog/freedialog.html                                    	  24	  15	  10	    10	  71	  59	  54	    54	     524	      453	      388	        388	     574	      500	      435	        435	
documentation/dialog/index.html                                         	  37	  31	  20	    20	 101	  91	  82	    82	     907	      845	      696	        696	     971	      904	      755	        755	
documentation/dialog/isdialog.html                                      	  23	  15	   8	     8	  76	  65	  48	    48	     483	      417	      286	        286	     540	      471	      330	        330	
documentation/dialog/openxmldialog.html                                 	 393	 385	 293	   293	1842	1831	1560	  1560	   15411	    15345	    12214	      12214	   17637	    17568	    14163	      14163	
documentation/dialog/refreshdialog.html                                 	  20	  12	   7	     7	  54	  43	  38	    38	     391	      327	      261	        261	     426	      359	      293	        293	
documentation/dragdrop/dragfiles.html                                   	  64	  55	  44	    44	 400	 388	 377	   377	    2992	     2919	     2685	       2685	    3355	     3279	     3042	       3042	
documentation/dragdrop/dragimage.html                                   	  57	  48	  20	    20	 326	 314	 146	   146	    2538	     2465	     1326	       1326	    2832	     2756	     1471	       1471	
documentation/dragdrop/dragosformats.html                               	  72	  64	  39	    39	 544	 533	 371	   371	    3316	     3250	     2256	       2256	    3816	     3747	     2610	       2610	
documentation/dragdrop/dragprivate.html                                 	  55	  47	  15	    15	 359	 348	 163	   163	    2471	     2405	     1228	       1228	    2784	     2715	     1382	       1382	
documentation/dragdrop/dragtext.html                                    	  43	  35	  11	    11	 250	 239	  64	    64	    1655	     1589	      546	        546	    1874	     1805	      605	        605	
documentation/dragdrop/enablegadgetdrop.html                            	  55	  46	  34	    34	 333	 321	 273	   273	    2172	     2101	     1785	       1785	    2466	     2392	     2037	       2037	
documentation/dragdrop/enablewindowdrop.html                            	  56	  47	  18	    18	 346	 334	 148	   148	    2239	     2168	     1042	       1042	    2545	     2471	     1184	       1184	
documentation/dragdrop/eventdropaction.html                             	  28	  20	  14	    14	  93	  82	  75	    75	     942	      878	      757	        757	    1010	      943	      822	        822	
documentation/dragdrop/eventdropbuffer.html                             	  34	  25	  12	    12	 131	 119	 102	   102	    1215	     1144	      874	        874	    1313	     1239	      969	        969	
documentation/dragdrop/eventdropfiles.html                              	  29	  21	   9	     9	  90	  79	  64	    64	     981	      917	      685	        685	    1043	      976	      744	        744	
documentation/dragdrop/eventdropimage.html                              	  35	  28	  12	    12	 139	 129	  97	    97	    1222	     1163	      692	        692	    1326	     1264	      780	        780	
documentation/dragdrop/eventdropprivate.html                            	  29	  21	   7	     7	  86	  75	  54	    54	     981	      917	      519	        519	    1042	      975	      572	        572	
documentation/dragdrop/eventdropsize.html                               	  28	  20	   8	     8	  78	  67	  53	    53	     913	      849	      612	        612	     966	      899	      662	        662	
documentation/dragdrop/eventdroptext.html                               	  27	  19	   6	     6	  72	  61	  41	    41	     855	      791	      410	        410	     903	      836	      450	        450	
documentation/dragdrop/eventdroptype.html                               	  48	  39	  16	    16	 146	 134	 109	   109	    1660	     1589	     1150	       1150	    1769	     1695	     1256	       1256	
documentation/dragdrop/eventdropx.html                                  	  25	  17	   7	     7	  79	  68	  56	    56	     794	      730	      536	        536	     851	      784	      590	        590	
documentation/dragdrop/eventdropy.html                                  	  25	  17	   7	     7	  79	  68	  56	    56	     798	      734	      538	        538	     855	      788	      592	        592	
documentation/dragdrop/index.html                                       	  56	  50	  26	    26	 143	 133	 109	   109	    1562	     1500	     1097	       1097	    1651	     1584	     1181	       1181	
documentation/dragdrop/setdragcallback.html                             	  56	  48	  34	    34	 357	 346	 316	   316	    2305	     2241	     2006	       2006	    2616	     2549	     2292	       2292	
documentation/dragdrop/setdropcallback.html                             	  61	  53	  31	    31	 462	 451	 403	   403	    2923	     2859	     2376	       2376	    3342	     3275	     2761	       2761	
documentation/engine3d/add3darchive.html                                	  33	  26	  21	    21	 223	 214	 204	   204	    1345	     1286	     1232	       1232	    1572	     1511	     1450	       1450	
documentation/engine3d/ambientcolor.html                                	  19	  12	   9	     9	  46	  37	  33	    33	     374	      317	      281	        281	     403	      344	      308	        308	
documentation/engine3d/antialiasingmode.html                            	  25	  16	  13	    13	  83	  72	  62	    62	     773	      705	      644	        644	     839	      769	      701	        701	
documentation/engine3d/checkobjectvisibility.html                       	  37	  30	  14	    14	 137	 127	  80	    80	    1063	     1004	      633	        633	    1217	     1155	      739	        739	
documentation/engine3d/convertlocaltoworldposition.html                 	  43	  35	  22	    22	 157	 146	 117	   117	    1257	     1193	      910	        910	    1432	     1365	     1073	       1073	
documentation/engine3d/convertworldtolocalposition.html                 	  43	  35	   6	     6	 157	 146	  26	    26	    1237	     1173	      274	        274	    1412	     1345	      295	        295	
documentation/engine3d/createwater.html                                 	  38	  30	  25	    25	 179	 168	 158	   158	    1425	     1361	     1292	       1292	    1619	     1552	     1478	       1478	
documentation/engine3d/enableworldcollisions.html                       	  25	  17	  11	    11	  72	  61	  54	    54	     664	      600	      503	        503	     712	      645	      548	        548	
documentation/engine3d/enableworldphysics.html                          	  26	  18	   9	     9	  81	  70	  59	    59	     720	      656	      469	        469	     776	      709	      522	        522	
documentation/engine3d/engine3dstatus.html                              	  24	  18	  15	    15	 100	  92	  89	    89	     901	      849	      812	        812	    1030	      976	      939	        939	
documentation/engine3d/examineworldcollisions.html                      	  29	  22	  17	    17	 105	  95	  90	    90	    1086	     1027	      923	        923	    1166	     1104	     1000	       1000	
documentation/engine3d/fetchorientation.html                            	  51	  43	  14	    14	 191	 180	  72	    72	    1488	     1424	      671	        671	    1692	     1625	      733	        733	
documentation/engine3d/firstworldcollisionentity.html                   	  19	  13	   9	     9	  52	  43	  39	    39	     582	      533	      448	        448	     620	      568	      483	        483	
documentation/engine3d/fog.html                                         	  34	  26	  17	    17	 120	 109	  90	    90	     814	      750	      591	        591	     902	      835	      667	        667	
documentation/engine3d/freewater.html                                   	  20	  12	   4	     4	  39	  28	  17	    17	     312	      248	      159	        159	     334	      267	      175	        175	
documentation/engine3d/getw.html                                        	  22	  16	   7	     7	  53	  44	  27	    27	     461	      412	      271	        271	     497	      445	      296	        296	
documentation/engine3d/getx.html                                        	  26	  20	   7	     7	  60	  51	  30	    30	     732	      683	      419	        419	     771	      719	      447	        447	
documentation/engine3d/gety.html                                        	  26	  20	   6	     6	  60	  51	  23	    23	     732	      683	      291	        291	     771	      719	      313	        313	
documentation/engine3d/getz.html                                        	  26	  20	   7	     7	  60	  51	  24	    24	     748	      699	      316	        316	     787	      735	      338	        338	
documentation/engine3d/index.html                                       	 157	 152	 108	   108	 421	 412	 380	   380	    4339	     4284	     3615	       3615	    4614	     4554	     3885	       3885	
documentation/engine3d/initengine3d.html                                	  41	  33	  26	    26	 279	 268	 251	   251	    1804	     1738	     1605	       1605	    2048	     1979	     1837	       1837	
documentation/engine3d/inputevent3d.html                                	  38	  30	  27	    27	 173	 163	 160	   160	    1236	     1172	     1131	       1131	    1375	     1309	     1268	       1268	
documentation/engine3d/loadworld.html                                   	  24	  20	  14	    14	 154	 149	 145	   145	     884	      853	      785	        785	    1020	      988	      920	        920	
documentation/engine3d/mousepick.html                                   	  35	  29	  19	    19	 180	 172	 157	   157	    1110	     1058	      935	        935	    1260	     1206	     1079	       1079	
documentation/engine3d/mouseraycast.html                                	  36	  29	  10	    10	 160	 150	  67	    67	    1051	      992	      496	        496	    1178	     1116	      557	        557	
documentation/engine3d/nextworldcollision.html                          	  30	  24	   9	     9	  86	  77	  62	    62	    1217	     1168	      785	        785	    1278	     1226	      843	        843	
documentation/engine3d/normalx.html                                     	  24	  18	   7	     7	  56	  47	  36	    36	     590	      541	      384	        384	     627	      575	      418	        418	
documentation/engine3d/normaly.html                                     	  24	  18	   7	     7	  56	  47	  36	    36	     568	      519	      373	        373	     605	      553	      407	        407	
documentation/engine3d/normalz.html                                     	  24	  18	   7	     7	  56	  47	  36	    36	     582	      533	      380	        380	     619	      567	      414	        414	
documentation/engine3d/parse3dscripts.html                              	  22	  15	   9	     9	  97	  88	  80	    80	     710	      656	      569	        569	     781	      725	      638	        638	
documentation/engine3d/pickx.html                                       	  17	  13	   6	     6	  50	  45	  39	    39	     416	      385	      301	        301	     455	      423	      339	        339	
documentation/engine3d/picky.html                                       	  17	  13	   6	     6	  50	  45	  39	    39	     398	      367	      292	        292	     437	      405	      330	        330	
documentation/engine3d/pickz.html                                       	  17	  13	   6	     6	  50	  45	  39	    39	     398	      367	      292	        292	     437	      405	      330	        330	
documentation/engine3d/pitch.html                                       	  46	  37	  12	    12	 158	 146	  43	    43	    1112	     1044	      348	        348	    1289	     1218	      384	        384	
documentation/engine3d/pointpick.html                                   	  23	  17	   7	     7	  69	  61	  41	    41	     483	      431	      309	        309	     533	      479	      347	        347	
documentation/engine3d/raycast.html                                     	  36	  29	   8	     8	 170	 160	  52	    52	    1119	     1060	      368	        368	    1256	     1194	      416	        416	
documentation/engine3d/raycollide.html                                  	  37	  30	  10	    10	 156	 146	 106	   106	    1135	     1076	      703	        703	    1256	     1194	      803	        803	
documentation/engine3d/raypick.html                                     	  35	  29	  10	    10	 188	 180	  62	    62	    1179	     1127	      436	        436	    1337	     1283	      494	        494	
documentation/engine3d/renderworld.html                                 	  23	  16	  13	    13	 138	 129	 126	   126	     843	      784	      753	        753	     961	      900	      869	        869	
documentation/engine3d/roll.html                                        	  46	  37	  12	    12	 158	 146	  43	    43	    1150	     1082	      362	        362	    1327	     1256	      398	        398	
documentation/engine3d/secondworldcollisionentity.html                  	  19	  13	   7	     7	  52	  43	  37	    37	     583	      534	      413	        413	     621	      569	      448	        448	
documentation/engine3d/setguitheme3d.html                               	  23	  15	  12	    12	  93	  83	  80	    80	     676	      612	      552	        552	     745	      679	      619	        619	
documentation/engine3d/setorientation.html                              	  39	  31	   8	     8	 139	 128	  34	    34	    1015	      951	      256	        256	    1178	     1111	      285	        285	
documentation/engine3d/setrenderqueue.html                              	  37	  30	  12	    12	 159	 150	  70	    70	    1073	     1016	      454	        454	    1239	     1180	      516	        516	
documentation/engine3d/showgui.html                                     	  29	  22	  18	    18	 122	 113	 109	   109	     812	      755	      703	        703	     909	      850	      798	        798	
documentation/engine3d/skybox.html                                      	  43	  36	  22	    22	 192	 182	 123	   123	    1232	     1173	      842	        842	    1390	     1328	      954	        954	
documentation/engine3d/skydome.html                                     	  38	  31	   9	     9	 164	 154	  72	    72	    1069	     1010	      496	        496	    1198	     1136	      564	        564	
documentation/engine3d/sun.html                                         	  26	  18	   8	     8	  72	  61	  39	    39	     491	      427	      269	        269	     539	      472	      303	        303	
documentation/engine3d/watercolor.html                                  	  26	  18	   8	     8	  66	  55	  41	    41	     488	      424	      297	        297	     530	      463	      333	        333	
documentation/engine3d/waterheight.html                                 	  26	  19	   9	     9	  93	  83	  61	    61	     639	      580	      391	        391	     709	      647	      446	        446	
documentation/engine3d/worldcollisionappliedimpulse.html                	  21	  15	   7	     7	  60	  51	  43	    43	     716	      667	      483	        483	     760	      708	      524	        524	
documentation/engine3d/worldcollisioncontact.html                       	  27	  20	   7	     7	  69	  59	  33	    33	     809	      755	      447	        447	     855	      798	      477	        477	
documentation/engine3d/worldcollisionnormal.html                        	  27	  20	   6	     6	  71	  61	  31	    31	     784	      730	      358	        358	     832	      775	      387	        387	
documentation/engine3d/worlddebug.html                                  	  21	  13	   9	     9	  69	  59	  48	    48	     579	      518	      425	        425	     634	      571	      471	        471	
documentation/engine3d/worldgravity.html                                	  22	  14	   8	     8	  58	  47	  41	    41	     497	      433	      325	        325	     536	      469	      361	        361	
documentation/engine3d/worldshadows.html                                	  52	  45	  31	    31	 320	 311	 279	   279	    2201	     2144	     1851	       1851	    2474	     2415	     2112	       2112	
documentation/engine3d/yaw.html                                         	  45	  36	  12	    12	 156	 144	  42	    42	    1073	     1005	      314	        314	    1247	     1176	      347	        347	
documentation/entity/applyentityforce.html                              	  21	  13	  12	    11	  72	  59	  59	    55	     505	      433	      433	        418	     558	      481	      482	        464	
documentation/entity/applyentityimpulse.html                            	  22	  14	  10	    10	  72	  59	  50	    50	     539	      467	      406	        406	     593	      516	      450	        450	
documentation/entity/attachentityobject.html                            	  46	  37	  27	    27	 173	 158	 141	   141	    1240	     1161	      963	        963	    1377	     1292	     1091	       1091	
documentation/entity/copyentity.html                                    	  18	  14	   9	     9	  74	  69	  65	    65	     550	      519	      441	        441	     611	      579	      501	        501	
documentation/entity/createentity.html                                  	  58	  51	  38	    38	 332	 322	 292	   292	    2046	     1987	     1694	       1694	    2337	     2275	     1970	       1970	
documentation/entity/createentitybody.html                              	  57	  52	  37	    37	 360	 354	 309	   309	    2271	     2230	     1885	       1885	    2598	     2556	     2177	       2177	
documentation/entity/detachentityobject.html                            	  25	  21	   8	     8	  78	  73	  40	    40	     804	      773	      368	        368	     867	      835	      407	        407	
documentation/entity/disableentitybody.html                             	  21	  14	  11	    11	  62	  53	  50	    50	     516	      459	      419	        419	     560	      501	      461	        461	
documentation/entity/enablemanualentitybonecontrol.html                 	  31	  23	  15	    15	 121	 108	  80	    80	     946	      874	      740	        740	    1041	      964	      810	        810	
documentation/entity/entityangularfactor.html                           	  19	   8	   7	     4	  42	  14	  23	     8	     391	      168	      263	        112	     417	      173	      282	        115	
documentation/entity/entitybonepitch.html                               	  24	  16	   9	     9	  63	  49	  28	    28	     526	      452	      316	        316	     569	      489	      339	        339	
documentation/entity/entityboneroll.html                                	  24	  16	   8	     8	  63	  49	  27	    27	     509	      435	      284	        284	     552	      472	      307	        307	
documentation/entity/entitybonex.html                                   	  25	  18	  12	    12	  85	  73	  60	    60	     553	      486	      403	        403	     618	      546	      456	        456	
documentation/entity/entityboney.html                                   	  25	  18	   6	     6	  85	  73	  34	    34	     551	      484	      262	        262	     616	      544	      295	        295	
documentation/entity/entityboneyaw.html                                 	  24	  16	   8	     8	  63	  49	  27	    27	     498	      424	      276	        276	     541	      461	      299	        299	
documentation/entity/entitybonez.html                                   	  25	  18	   7	     7	  85	  73	  35	    35	     563	      496	      290	        290	     628	      556	      323	        323	
documentation/entity/entityboundingbox.html                             	  28	  21	  15	    15	 131	 119	  95	    95	    1045	      978	      838	        838	    1152	     1080	      922	        922	
documentation/entity/entitycollide.html                                 	  27	  21	  12	    12	  83	  75	  69	    69	     688	      636	      521	        521	     751	      697	      582	        582	
documentation/entity/entitycustomparameter.html                         	  35	  26	  23	    23	 154	 140	 137	   137	    1051	      972	      937	        937	    1169	     1085	     1050	       1050	
documentation/entity/entityfixedyawaxis.html                            	  31	  23	  10	    10	 162	 149	  86	    86	     909	      837	      504	        504	    1044	      967	      584	        584	
documentation/entity/entityid.html                                      	  13	   9	   7	     7	  42	  37	  35	    35	     368	      337	      304	        304	     401	      369	      336	        336	
documentation/entity/entitylinearfactor.html                            	  30	  22	  17	    17	 162	 149	 144	   144	     832	      760	      728	        728	     967	      890	      858	        858	
documentation/entity/entitylookat.html                                  	  22	  14	  10	    10	  77	  64	  58	    58	     543	      471	      426	        426	     602	      525	      478	        478	
documentation/entity/entityparentnode.html                              	  21	  14	   9	     9	  68	  56	  49	    49	     487	      420	      348	        348	     536	      464	      392	        392	
documentation/entity/entitypitch.html                                   	  32	  24	  16	    16	 147	 133	 104	   104	    1016	      942	      776	        776	    1141	     1061	      874	        874	
documentation/entity/entityrendermode.html                              	  18	  14	   9	     9	  57	  52	  49	    49	     543	      512	      461	        461	     594	      562	      511	        511	
documentation/entity/entityroll.html                                    	  32	  24	  12	    12	 147	 133	  94	    94	    1002	      928	      681	        681	    1127	     1047	      773	        773	
documentation/entity/entityvelocity.html                                	  25	  17	  11	    11	  83	  70	  62	    62	     600	      528	      445	        445	     661	      584	      499	        499	
documentation/entity/entityx.html                                       	  27	  19	  12	    12	  93	  79	  58	    58	     652	      578	      459	        459	     723	      643	      510	        510	
documentation/entity/entityy.html                                       	  27	  19	   8	     8	  93	  79	  45	    45	     642	      568	      368	        368	     713	      633	      410	        410	
documentation/entity/entityyaw.html                                     	  32	  24	  11	    11	 146	 132	  92	    92	     953	      879	      629	        629	    1076	      996	      719	        719	
documentation/entity/entityz.html                                       	  27	  19	   9	     9	  92	  78	  45	    45	     659	      585	      397	        397	     728	      648	      437	        437	
documentation/entity/fetchentitymaterial.html                           	  24	  17	  11	    11	  73	  61	  39	    39	     610	      543	      402	        402	     663	      591	      434	        434	
documentation/entity/freeentity.html                                    	  22	  14	   9	     9	  68	  58	  53	    53	     551	      487	      417	        417	     600	      534	      464	        464	
documentation/entity/freeentityjoints.html                              	  13	   9	   6	     6	  25	  20	  17	    17	     298	      267	      219	        219	     312	      280	      232	        232	
documentation/entity/getentityattribute.html                            	  45	  37	  33	    33	 266	 252	 248	   248	    2168	     2094	     2033	       2033	    2471	     2391	     2330	       2330	
documentation/entity/getentitycollisiongroup.html                       	  22	  14	   9	     9	  47	  33	  28	    28	     598	      524	      428	        428	     627	      547	      451	        451	
documentation/entity/getentitycollisionmask.html                        	  22	  14	   8	     8	  47	  33	  27	    27	     581	      507	      376	        376	     610	      530	      399	        399	
documentation/entity/hideentity.html                                    	  17	  13	   9	     9	  39	  34	  32	    32	     338	      307	      260	        260	     365	      333	      286	        286	
documentation/entity/index.html                                         	 119	 113	  58	    58	 184	 174	 120	   120	    3072	     3010	     1984	       1984	    3138	     3071	     2045	       2045	
documentation/entity/isentity.html                                      	  17	  13	   6	     6	  70	  65	  34	    34	     442	      411	      236	        236	     501	      469	      268	        268	
documentation/entity/moveentity.html                                    	  31	  22	   8	     8	  98	  83	  32	    32	     701	      622	      278	        278	     774	      689	      306	        306	
documentation/entity/moveentitybone.html                                	  35	  25	   9	     9	 119	 103	  45	    45	     854	      771	      373	        373	     943	      854	      412	        412	
documentation/entity/rotateentity.html                                  	  28	  19	   8	     8	  88	  73	  49	    49	     614	      535	      340	        340	     676	      591	      383	        383	
documentation/entity/rotateentitybone.html                              	  30	  21	   5	     5	  99	  84	  35	    35	     662	      583	      282	        282	     732	      647	      313	        313	
documentation/entity/scaleentity.html                                   	  28	  19	  12	    12	 169	 155	 138	   138	    1056	      977	      867	        867	    1204	     1120	     1000	       1000	
documentation/entity/setentityattribute.html                            	  39	  30	  16	    16	 188	 173	 127	   127	    1355	     1276	      970	        970	    1536	     1451	     1113	       1113	
documentation/entity/setentitycollisionfilter.html                      	  25	  16	  10	    10	  50	  35	  29	    29	     579	      500	      383	        383	     607	      522	      405	        405	
documentation/entity/setentitymaterial.html                             	  16	  12	   7	     7	  43	  38	  34	    34	     407	      376	      300	        300	     436	      404	      328	        328	
documentation/entityanimation/addentityanimationtime.html               	  25	  16	  14	    14	  96	  81	  79	    79	     695	      616	      599	        599	     767	      682	      665	        665	
documentation/entityanimation/entityanimationblendmode.html             	  34	  23	  19	    19	 167	 150	 146	   146	    1240	     1150	     1079	       1079	    1378	     1282	     1211	       1211	
documentation/entityanimation/entityanimationstatus.html                	  28	  20	  12	    12	 113	  99	  52	    52	     986	      912	      624	        624	    1075	      995	      668	        668	
documentation/entityanimation/getentityanimationlength.html             	  25	  17	   9	     9	  86	  72	  25	    25	     775	      701	      416	        416	     840	      760	      436	        436	
documentation/entityanimation/getentityanimationtime.html               	  26	  18	   9	     9	  97	  83	  35	    35	     875	      801	      486	        486	     950	      870	      516	        516	
documentation/entityanimation/getentityanimationweight.html             	  32	  23	  12	    12	 163	 148	  98	    98	    1199	     1118	      745	        745	    1334	     1247	      835	        835	
