16-7-21 下午1:57
项目统计

     	    片段	    词汇	字符（无空白）	字符（含空白）	#Files	
总共：  	101133	421051	3605151	3954532	  2065	
剩余：  	 83148	379180	3333065	3660972	  2065	
独特：  	 47359	300630	2532248	2817008	  2064	
剩余独特：	 47010	298063	2515315	2797722	  2064	


单文件统计：

文件名                                                                     	 总片段	剩余片段	独特片段	剩余独特片段	总计词汇	剩余词汇	独特词汇	剩余独特词汇	总字符（无空白）	剩余字符（无空白）	独特字符（无空白）	剩余独特字符（无空白）	总字符（含空白）	剩余字符（含空白）	独特字符（含空白）	剩余独特字符（含空白）	
documentation/screen/setframerate.html                                  	  24	  16	  10	    10	  78	  67	  61	    61	     605	      541	      445	        445	     660	      593	      497	        497	
documentation/serialport/availableserialportinput.html                  	  19	  12	  10	    10	  51	  41	  39	    39	     472	      413	      373	        373	     506	      444	      404	        404	
documentation/serialport/availableserialportoutput.html                 	  20	  13	   7	     7	  53	  43	  33	    33	     522	      463	      341	        341	     559	      497	      371	        371	
documentation/serialport/closeserialport.html                           	  21	  13	  10	    10	  59	  49	  46	    46	     553	      489	      438	        438	     594	      528	      477	        477	
documentation/serialport/getserialportstatus.html                       	  25	  19	  12	    12	 109	 101	  83	    83	     859	      807	      688	        688	     947	      893	      763	        763	
documentation/serialport/index.html                                     	  42	  36	  28	    28	 122	 112	 104	   104	    1293	     1231	     1066	       1066	    1371	     1304	     1139	       1139	
documentation/serialport/isserialport.html                              	  23	  15	   9	     9	  76	  65	  49	    49	     547	      481	      348	        348	     604	      535	      392	        392	
documentation/serialport/openserialport.html                            	  58	  50	  33	    33	 267	 256	 215	   215	    2015	     1949	     1555	       1555	    2240	     2171	     1754	       1754	
documentation/serialport/readserialportdata.html                        	  30	  23	  13	    13	 122	 112	  98	    98	     841	      782	      606	        606	     937	      875	      695	        695	
documentation/serialport/serialporterror.html                           	  43	  36	  24	    24	 239	 229	 213	   213	    2109	     2050	     1809	       1809	    2336	     2274	     2029	       2029	
documentation/serialport/serialportid.html                              	  21	  14	   7	     7	  61	  51	  40	    40	     500	      441	      323	        323	     544	      482	      360	        360	
documentation/serialport/serialporttimeouts.html                        	  44	  36	  26	    26	 249	 238	 212	   212	    1600	     1536	     1361	       1361	    1808	     1741	     1550	       1550	
documentation/serialport/setserialportstatus.html                       	  39	  30	  16	    16	 163	 151	 123	   123	    1409	     1338	     1082	       1082	    1538	     1464	     1194	       1194	
documentation/serialport/writeserialportdata.html                       	  28	  20	  10	    10	  89	  78	  64	    64	     764	      698	      520	        520	     829	      760	      578	        578	
documentation/serialport/writeserialportstring.html                     	  32	  24	   9	     9	 126	 115	  53	    53	     956	      890	      481	        481	    1060	      991	      536	        536	
documentation/sort/index.html                                           	  31	  25	  21	    21	  92	  82	  77	    77	     796	      734	      677	        677	     849	      782	      725	        725	
documentation/sort/randomizearray.html                                  	  31	  22	  13	    13	 113	 101	  88	    88	     887	      816	      648	        648	     967	      893	      725	        725	
documentation/sort/randomizelist.html                                   	  33	  24	  10	    10	 117	 105	  77	    77	     937	      866	      581	        581	    1020	      946	      652	        652	
documentation/sort/sortarray.html                                       	  37	  28	  17	    17	 170	 158	 135	   135	    1196	     1125	      899	        899	    1334	     1260	     1024	       1024	
documentation/sort/sortlist.html                                        	  34	  26	  15	    15	 142	 131	 108	   108	    1042	      978	      755	        755	    1155	     1088	      855	        855	
documentation/sort/sortstructuredarray.html                             	  67	  59	  34	    34	 429	 419	 300	   300	    3192	     3130	     2298	       2298	    3567	     3503	     2579	       2579	
documentation/sort/sortstructuredlist.html                              	  65	  57	  15	    15	 394	 384	 116	   116	    3154	     3092	     1430	       1430	    3507	     3443	     1522	       1522	
documentation/sound/catchsound.html                                     	  52	  43	  25	    25	 198	 186	 139	   139	    1554	     1481	      984	        984	    1702	     1626	     1106	       1106	
documentation/sound/freesound.html                                      	  30	  21	  17	    17	 113	 102	  98	    98	     961	      890	      845	        845	    1060	      987	      942	        942	
documentation/sound/getsoundfrequency.html                              	  32	  25	  16	    16	 116	 106	  78	    78	    1077	     1014	      711	        711	    1178	     1112	      779	        779	
documentation/sound/getsoundposition.html                               	  45	  36	  23	    23	 182	 170	 128	   128	    1680	     1607	     1208	       1208	    1846	     1770	     1328	       1328	
documentation/sound/index.html                                          	  49	  43	  31	    31	  90	  80	  68	    68	    1059	      997	      795	        795	    1101	     1034	      832	        832	
documentation/sound/initsound.html                                      	  20	  13	  10	    10	 104	  95	  92	    92	     670	      613	      570	        570	     759	      700	      657	        657	
documentation/sound/issound.html                                        	  26	  17	   8	     8	  90	  78	  56	    56	     610	      537	      381	        381	     680	      604	      435	        435	
documentation/sound/loadsound.html                                      	  45	  37	  11	    11	 172	 161	  83	    83	    1549	     1483	      653	        653	    1690	     1621	      731	        731	
documentation/sound/pausesound.html                                     	  38	  28	  13	    13	 144	 131	  66	    66	    1280	     1202	      627	        627	    1404	     1323	      687	        687	
documentation/sound/playsound.html                                      	  45	  37	  18	    18	 194	 183	 120	   120	    1483	     1417	      810	        810	    1658	     1589	      926	        926	
documentation/sound/resumesound.html                                    	  38	  28	   8	     8	 145	 132	  39	    39	    1307	     1229	      342	        342	    1432	     1351	      377	        377	
documentation/sound/setsoundfrequency.html                              	  39	  31	  13	    13	 169	 158	  97	    97	    1422	     1354	      755	        755	    1567	     1496	      843	        843	
documentation/sound/setsoundposition.html                               	  40	  30	  12	    12	 148	 135	  68	    68	    1269	     1191	      591	        591	    1399	     1318	      658	        658	
documentation/sound/soundlength.html                                    	  32	  24	  11	    11	 146	 136	  73	    73	    1209	     1143	      607	        607	    1347	     1279	      681	        681	
documentation/sound/soundpan.html                                       	  36	  29	  14	    14	 204	 195	 137	   137	    1425	     1364	      858	        858	    1605	     1542	      981	        981	
documentation/sound/soundstatus.html                                    	  42	  35	  24	    24	 188	 179	 144	   144	    2021	     1962	     1725	       1725	    2205	     2144	     1883	       1883	
documentation/sound/soundvolume.html                                    	  37	  28	  11	    11	 153	 141	  70	    70	    1192	     1121	      516	        516	    1323	     1249	      579	        579	
documentation/sound/stopsound.html                                      	  32	  23	   8	     8	 116	 104	  40	    40	     985	      914	      312	        312	    1082	     1008	      345	        345	
documentation/sound3d/freesound3d.html                                  	  21	  13	  10	    10	  70	  60	  38	    38	     476	      412	      298	        298	     526	      460	      327	        327	
documentation/sound3d/index.html                                        	  39	  33	  25	    25	  89	  79	  71	    71	     894	      832	      721	        721	     945	      878	      767	        767	
documentation/sound3d/issound3d.html                                    	  20	  13	   7	     7	  68	  59	  31	    31	     445	      386	      240	        240	     497	      436	      268	        268	
documentation/sound3d/loadsound3d.html                                  	  32	  25	  11	    11	 129	 120	  76	    76	     891	      832	      510	        510	     991	      930	      580	        580	
documentation/sound3d/playsound3d.html                                  	  23	  15	   5	     5	  56	  45	  25	    25	     454	      390	      240	        240	     490	      423	      264	        264	
documentation/sound3d/soundcone3d.html                                  	  21	  14	   9	     9	  65	  56	  48	    48	     471	      414	      352	        352	     518	      459	      394	        394	
documentation/sound3d/soundid3d.html                                    	  17	  11	   5	     5	  41	  33	  17	    17	     356	      304	      189	        189	     384	      330	      205	        205	
documentation/sound3d/soundlistenerlocate.html                          	  20	  12	   7	     7	  49	  38	  31	    31	     402	      338	      275	        275	     434	      367	      302	        302	
documentation/sound3d/soundrange3d.html                                 	  28	  20	   9	     9	 100	  89	  75	    75	     741	      677	      506	        506	     816	      749	      575	        575	
documentation/sound3d/soundvolume3d.html                                	  21	  14	   6	     6	  71	  62	  35	    35	     462	      405	      260	        260	     515	      456	      292	        292	
documentation/sound3d/stopsound3d.html                                  	  20	  12	   4	     4	  50	  39	   7	     7	     374	      310	      111	        111	     404	      337	      115	        115	
documentation/soundplugin/index.html                                    	  22	  16	  12	    12	 103	  93	  87	    87	     768	      706	      632	        632	     848	      781	      707	        707	
documentation/soundplugin/useflacsounddecoder.html                      	  26	  17	  10	    10	  90	  79	  72	    72	     764	      695	      582	        582	     828	      757	      644	        644	
documentation/soundplugin/useoggsounddecoder.html                       	  25	  16	   9	     9	  97	  86	  73	    73	     764	      695	      564	        564	     836	      765	      628	        628	
documentation/specialeffect/attachribboneffect.html                     	  27	  19	  15	    15	  72	  61	  56	    56	     628	      564	      506	        506	     673	      606	      548	        548	
documentation/specialeffect/compositoreffectparameter.html              	  33	  25	  19	    19	  93	  82	  73	    73	     785	      721	      631	        631	     848	      781	      688	        688	
documentation/specialeffect/createcompositoreffect.html                 	  34	  27	  17	    17	 141	 131	 112	   112	    1084	     1025	      811	        811	    1193	     1131	      910	        910	
documentation/specialeffect/createlensflareeffect.html                  	  50	  43	  24	    24	 214	 204	 130	   130	    1563	     1504	      937	        937	    1724	     1662	     1046	       1046	
documentation/specialeffect/createribboneffect.html                     	  41	  34	  16	    16	 180	 170	 100	   100	    1275	     1216	      666	        666	    1416	     1354	      754	        754	
documentation/specialeffect/detachribboneffect.html                     	  28	  20	   8	     8	  79	  68	  38	    38	     673	      609	      348	        348	     726	      659	      381	        381	
documentation/specialeffect/freeeffect.html                             	  27	  18	  10	    10	  67	  55	  49	    49	     593	      522	      407	        407	     638	      564	      449	        449	
documentation/specialeffect/hideeffect.html                             	  24	  16	   8	     8	  60	  49	  37	    37	     487	      423	      258	        258	     528	      461	      292	        292	
documentation/specialeffect/index.html                                  	  37	  31	  18	    18	  64	  54	  40	    40	     945	      883	      619	        619	     972	      905	      641	        641	
documentation/specialeffect/iseffect.html                               	  24	  16	   7	     7	  79	  68	  45	    45	     610	      544	      309	        309	     669	      600	      351	        351	
documentation/specialeffect/lensflareeffectcolor.html                   	  31	  23	  10	    10	  93	  82	  58	    58	     807	      743	      514	        514	     874	      807	      568	        568	
documentation/specialeffect/ribboneffectcolor.html                      	  37	  27	  13	    13	 128	  99	  78	    78	     977	      813	      554	        554	    1067	      884	      622	        622	
documentation/specialeffect/ribboneffectwidth.html                      	  31	  23	  10	    10	 109	  98	  57	    57	     770	      706	      374	        374	     849	      782	      422	        422	
documentation/spline/addsplinepoint.html                                	  23	  15	  13	    13	  69	  58	  54	    54	     469	      405	      390	        390	     516	      449	      432	        432	
documentation/spline/clearspline.html                                   	  22	  14	   9	     9	  42	  31	  26	    26	     408	      344	      273	        273	     431	      364	      293	        293	
documentation/spline/computespline.html                                 	  30	  22	  14	    14	  87	  76	  65	    65	     717	      653	      552	        552	     777	      710	      606	        606	
documentation/spline/countsplinepoints.html                             	  21	  14	   5	     5	  47	  37	  17	    17	     443	      384	      196	        196	     473	      411	      212	        212	
documentation/spline/createspline.html                                  	  29	  22	  12	    12	 122	 112	  92	    92	     931	      872	      634	        634	    1025	      963	      718	        718	
documentation/spline/freespline.html                                    	  24	  15	  10	    10	  85	  73	  68	    68	     589	      518	      453	        453	     653	      579	      514	        514	
documentation/spline/index.html                                         	  50	  44	  24	    24	 140	 130	  56	    56	    1330	     1268	      724	        724	    1418	     1351	      751	        751	
documentation/spline/splinepointx.html                                  	  28	  21	  10	    10	  71	  61	  42	    42	     649	      590	      401	        401	     696	      634	      437	        437	
documentation/spline/splinepointy.html                                  	  28	  21	   6	     6	  71	  61	  20	    20	     653	      594	      285	        285	     700	      638	      303	        303	
documentation/spline/splinepointz.html                                  	  28	  21	   6	     6	  71	  61	  20	    20	     643	      584	      280	        280	     690	      628	      298	        298	
documentation/spline/splinex.html                                       	  24	  17	   7	     7	  58	  48	  35	    35	     527	      468	      329	        329	     565	      503	      361	        361	
documentation/spline/spliney.html                                       	  24	  17	   7	     7	  58	  48	  35	    35	     517	      458	      324	        324	     555	      493	      356	        356	
documentation/spline/splinez.html                                       	  24	  17	   7	     7	  58	  48	  35	    35	     537	      478	      334	        334	     575	      513	      366	        366	
documentation/spline/updatesplinepoint.html                             	  28	  20	   5	     5	  93	  82	  18	    18	     632	      568	      173	        173	     698	      631	      187	        187	
documentation/sprite/catchsprite.html                                   	  66	  57	  36	    36	 303	 291	 233	   233	    2515	     2442	     1805	       1805	    2753	     2677	     2011	       2011	
documentation/sprite/clipsprite.html                                    	  30	  21	  15	    15	 150	 138	 121	   121	     920	      849	      732	        732	    1033	      959	      831	        831	
documentation/sprite/copysprite.html                                    	  29	  23	  12	    12	 122	 114	  63	    63	     976	      924	      425	        425	    1075	     1021	      481	        481	
documentation/sprite/createsprite.html                                  	  36	  28	  10	    10	 152	 141	  52	    52	    1194	     1128	      401	        401	    1315	     1246	      448	        448	
documentation/sprite/displaysprite.html                                 	  26	  18	  10	    10	  90	  79	  69	    69	     716	      652	      508	        508	     782	      715	      570	        570	
documentation/sprite/displaytransparentsprite.html                      	  37	  29	  16	    16	 166	 155	 120	   120	    1122	     1058	      792	        792	    1255	     1188	      902	        902	
documentation/sprite/freesprite.html                                    	  21	  13	  10	    10	  63	  53	  50	    50	     496	      432	      386	        386	     541	      475	      429	        429	
documentation/sprite/grabsprite.html                                    	  34	  27	  11	    11	 161	 152	  77	    77	    1207	     1148	      496	        496	    1336	     1275	      565	        565	
documentation/sprite/index.html                                         	  84	  78	  46	    46	 222	 212	 183	   183	    2397	     2335	     1797	       1797	    2542	     2475	     1936	       1936	
documentation/sprite/initsprite.html                                    	  22	  15	  10	    10	 115	 106	 103	   103	     692	      635	      587	        587	     792	      733	      685	        685	
documentation/sprite/issprite.html                                      	  25	  17	   8	     8	  97	  86	  49	    49	     626	      560	      304	        304	     702	      633	      349	        349	
documentation/sprite/loadsprite.html                                    	  52	  45	  13	    13	 228	 219	  92	    92	    1914	     1855	      586	        586	    2096	     2035	      670	        670	
documentation/sprite/rotatesprite.html                                  	  22	  14	   9	     9	  71	  61	  50	    50	     501	      440	      364	        364	     553	      490	      408	        408	
documentation/sprite/savesprite.html                                    	  38	  31	  17	    17	 191	 181	 142	   142	    1389	     1330	      971	        971	    1560	     1498	     1117	       1117	
documentation/sprite/spriteblendingmode.html                            	  31	  24	  19	    19	  91	  82	  77	    77	    1109	     1052	      960	        960	    1171	     1112	     1020	       1020	
documentation/sprite/spritecollision.html                               	  34	  26	  15	    15	 121	 110	  99	    99	     860	      794	      659	        659	     953	      884	      747	        747	
documentation/sprite/spritedepth.html                                   	  21	  14	   7	     7	  46	  36	  26	    26	     426	      367	      265	        265	     455	      393	      288	        288	
documentation/sprite/spriteheight.html                                  	  21	  14	   7	     7	  48	  38	  28	    28	     423	      364	      271	        271	     454	      392	      296	        296	
documentation/sprite/spriteid.html                                      	  25	  18	   7	     7	  66	  56	  26	    26	     567	      508	      268	        268	     612	      550	      291	        291	
documentation/sprite/spriteoutput.html                                  	  27	  19	   8	     8	 107	  97	  52	    52	     837	      771	      406	        406	     920	      852	      454	        454	
documentation/sprite/spritepixelcollision.html                          	  35	  27	   7	     7	 163	 152	  94	    94	    1085	     1019	      625	        625	    1219	     1150	      716	        716	
documentation/sprite/spritequality.html                                 	  20	  13	   9	     9	  57	  48	  44	    44	     526	      469	      405	        405	     570	      511	      447	        447	
documentation/sprite/spritewidth.html                                   	  21	  14	   7	     7	  48	  38	  28	    28	     438	      379	      276	        276	     469	      407	      301	        301	
documentation/sprite/transformsprite.html                               	  38	  31	  24	    24	 123	 114	 107	   107	     785	      728	      654	        654	     941	      882	      803	        803	
documentation/sprite/transparentspritecolor.html                        	  29	  21	   8	     8	 107	  96	  61	    61	     866	      802	      510	        510	     944	      877	      566	        566	
documentation/sprite/zoomsprite.html                                    	  20	  13	   8	     8	  60	  51	  46	    46	     463	      406	      348	        348	     504	      445	      387	        387	
documentation/staticgeometry/addstaticgeometryentity.html               	  34	  25	  19	    19	 141	 129	 120	   120	    1049	      978	      884	        884	    1158	     1084	      988	        988	
documentation/staticgeometry/buildstaticgeometry.html                   	  22	  14	   8	     8	  44	  33	  25	    25	     552	      488	      365	        365	     577	      510	      385	        385	
documentation/staticgeometry/createstaticgeometry.html                  	  34	  26	  17	    17	 158	 147	 130	   130	    1156	     1090	      915	        915	    1283	     1214	     1032	       1032	
documentation/staticgeometry/freestaticgeometry.html                    	  24	  15	   8	     8	  62	  50	  43	    43	     641	      570	      428	        428	     682	      608	      466	        466	
documentation/staticgeometry/index.html                                 	  24	  19	  10	    10	  67	  58	  50	    50	     673	      618	      445	        445	     719	      659	      486	        486	
documentation/staticgeometry/isstaticgeometry.html                      	  23	  15	   8	     8	  96	  85	  53	    53	     660	      594	      374	        374	     735	      666	      421	        421	
documentation/statusbar/addstatusbarfield.html                          	  37	  28	  19	    19	 127	 115	 107	   107	    1086	     1015	      876	        876	    1185	     1111	      972	        972	
documentation/statusbar/createstatusbar.html                            	  36	  28	  19	    19	 167	 156	 138	   138	    1741	     1675	     1453	       1453	    1901	     1832	     1603	       1603	
documentation/statusbar/freestatusbar.html                              	  20	  12	   8	     8	  54	  44	  40	    40	     435	      371	      316	        316	     472	      406	      351	        351	
documentation/statusbar/index.html                                      	  31	  25	  15	    15	  64	  54	  43	    43	     699	      637	      448	        448	     733	      666	      477	        477	
documentation/statusbar/isstatusbar.html                                	  23	  15	   8	     8	  80	  69	  52	    52	     544	      478	      333	        333	     605	      536	      381	        381	
documentation/statusbar/statusbarheight.html                            	  18	  12	   7	     7	  55	  47	  38	    38	     417	      365	      295	        295	     458	      404	      330	        330	
documentation/statusbar/statusbarid.html                                	  20	  14	   6	     6	  59	  51	  21	    21	     485	      433	      224	        224	     527	      473	      243	        243	
documentation/statusbar/statusbarimage.html                             	  39	  31	  18	    18	 172	 162	 142	   142	    1622	     1558	     1252	       1252	    1788	     1722	     1409	       1409	
documentation/statusbar/statusbarprogress.html                          	  38	  30	  15	    15	 191	 181	 123	   123	    1565	     1501	     1006	       1006	    1740	     1674	     1126	       1126	
documentation/statusbar/statusbartext.html                              	  31	  24	  12	    12	 131	 122	  75	    75	     916	      859	      550	        550	    1035	      976	      628	        628	
documentation/string/asc.html                                           	  29	  19	  15	    15	 112	  99	  93	    93	     750	      670	      605	        605	     836	      753	      688	        688	
documentation/string/bin.html                                           	  37	  28	  24	    24	 201	 189	 184	   184	    1323	     1250	     1211	       1211	    1502	     1426	     1386	       1386	
documentation/string/chr.html                                           	  33	  24	  12	    12	 119	 107	  73	    73	     889	      816	      578	        578	     981	      905	      646	        646	
documentation/string/countstring.html                                   	  23	  15	  12	    12	  99	  89	  86	    86	     667	      601	      576	        576	     748	      680	      655	        655	
documentation/string/escapestring.html                                  	  33	  25	  20	    20	 125	 114	 108	   108	    1073	     1007	      941	        941	    1163	     1094	     1027	       1027	
documentation/string/findstring.html                                    	  29	  23	  17	    17	 119	 111	  97	    97	     847	      795	      708	        708	     948	      894	      799	        799	
documentation/string/hex.html                                           	  43	  33	  16	    16	 223	 210	  80	    80	    1630	     1550	      850	        850	    1827	     1744	      917	        917	
documentation/string/index.html                                         	  79	  73	  58	    58	 111	 101	  86	    86	    1410	     1348	     1179	       1179	    1443	     1376	     1207	       1207	
documentation/string/insertstring.html                                  	  28	  20	  13	    13	  90	  79	  69	    69	     722	      656	      581	        581	     793	      724	      646	        646	
documentation/string/lcase.html                                         	  24	  15	  10	    10	  75	  63	  58	    58	     530	      457	      404	        404	     585	      509	      456	        456	
documentation/string/left.html                                          	  25	  17	  10	    10	  93	  82	  72	    72	     575	      509	      443	        443	     646	      577	      508	        508	
documentation/string/len.html                                           	  19	  12	   7	     7	  47	  38	  30	    30	     346	      287	      238	        238	     378	      317	      265	        265	
documentation/string/lset.html                                          	  34	  25	  17	    17	 147	 135	 127	   127	     988	      915	      843	        843	    1127	     1051	      979	        979	
documentation/string/ltrim.html                                         	  30	  22	  11	    11	 102	  91	  67	    67	     759	      693	      527	        527	     843	      774	      595	        595	
documentation/string/mid.html                                           	  26	  19	  13	    13	  98	  89	  79	    79	     688	      629	      564	        564	     765	      704	      635	        635	
documentation/string/removestring.html                                  	  36	  28	  16	    16	 147	 136	 107	   107	    1133	     1067	      865	        865	    1257	     1188	      969	        969	
documentation/string/replacestring.html                                 	  50	  42	  25	    25	 277	 266	 220	   220	    1974	     1908	     1600	       1600	    2217	     2148	     1811	       1811	
documentation/string/reversestring.html                                 	  20	  13	   9	     9	  54	  45	  41	    41	     475	      416	      371	        371	     514	      453	      408	        408	
documentation/string/right.html                                         	  25	  17	   6	     6	  93	  82	  46	    46	     598	      532	      333	        333	     670	      601	      377	        377	
documentation/string/rset.html                                          	  34	  25	  10	    10	 147	 135	  71	    71	     986	      913	      565	        565	    1125	     1049	      652	        652	
documentation/string/rtrim.html                                         	  30	  22	   9	     9	 102	  91	  56	    56	     771	      705	      483	        483	     854	      785	      541	        541	
documentation/string/space.html                                         	  19	  12	   8	     8	  53	  44	  40	    40	     407	      348	      314	        314	     455	      394	      360	        360	
documentation/string/str.html                                           	  35	  26	  12	    12	 100	  88	  74	    74	     771	      698	      576	        576	     842	      766	      644	        644	
documentation/string/strd.html                                          	  38	  29	  17	    17	 199	 187	 167	   167	    1299	     1226	     1090	       1090	    1491	     1415	     1271	       1271	
documentation/string/strf.html                                          	  38	  29	  13	    13	 199	 187	 126	   126	    1299	     1226	      856	        856	    1487	     1411	      996	        996	
documentation/string/stringbytelength.html                              	  30	  22	  14	    14	 137	 127	 107	   107	     910	      844	      716	        716	    1026	      958	      819	        819	
documentation/string/stringfield.html                                   	  25	  19	  14	    14	  76	  69	  64	    64	     581	      533	      481	        481	     638	      589	      537	        537	
documentation/string/stru.html                                          	  44	  35	  10	    10	 187	 175	  56	    56	    1296	     1223	      551	        551	    1458	     1382	      602	        602	
documentation/string/trim.html                                          	  28	  20	   9	     9	  95	  84	  51	    51	     720	      654	      449	        449	     802	      733	      506	        506	
documentation/string/ucase.html                                         	  24	  15	   8	     8	  76	  64	  57	    57	     542	      469	      400	        400	     598	      522	      453	        453	
documentation/string/unescapestring.html                                	  33	  25	  13	    13	 121	 110	  91	    91	    1026	      960	      771	        771	    1116	     1047	      852	        852	
documentation/string/val.html                                           	  34	  25	  14	    14	 116	 104	  93	    93	     936	      863	      756	        756	    1038	      962	      855	        855	
documentation/string/vald.html                                          	  34	  25	  11	    11	 112	 100	  74	    74	     837	      764	      591	        591	     918	      842	      657	        657	
documentation/string/valf.html                                          	  33	  24	  11	    11	 110	  98	  73	    73	     798	      725	      560	        560	     879	      803	      626	        626	
documentation/system/cocoamessage.html                                  	  65	  59	  49	    49	 438	 430	 418	   418	    2980	     2924	     2771	       2771	    3385	     3327	     3169	       3169	
documentation/system/computername.html                                  	  18	  10	   8	     8	  33	  23	  18	    18	     348	      284	      251	        251	     368	      302	      266	        266	
documentation/system/countcpus.html                                     	  22	  16	  10	    10	  88	  80	  60	    60	     568	      516	      400	        400	     647	      593	      463	        463	
documentation/system/cpuname.html                                       	  18	  10	   8	     8	  73	  63	  61	    61	     483	      419	      392	        392	     550	      484	      457	        457	
documentation/system/delay.html                                         	  25	  16	  11	    11	  76	  64	  57	    57	     594	      523	      437	        437	     646	      572	      486	        486	
documentation/system/doubleclicktime.html                               	  27	  18	   9	     9	  85	  73	  59	    59	     805	      734	      529	        529	     863	      789	      584	        584	
documentation/system/elapsedmilliseconds.html                           	  28	  18	  11	    11	 134	 121	 116	   116	     999	      921	      843	        843	    1162	     1081	     1003	       1003	
documentation/system/index.html                                         	  32	  26	  16	    16	  58	  48	  38	    38	     665	      603	      450	        450	     692	      625	      472	        472	
documentation/system/memorystatus.html                                  	  25	  19	  12	    12	 115	 107	  88	    88	     909	      857	      722	        722	    1021	      967	      820	        820	
documentation/system/osversion.html                                     	  68	  60	  49	    49	 248	 238	 228	   228	    2380	     2316	     2171	       2171	    2543	     2477	     2331	       2331	
documentation/system/username.html                                      	  17	   9	   6	     6	  36	  26	  18	    18	     318	      254	      196	        196	     340	      274	      211	        211	
documentation/systray/addsystrayicon.html                               	  40	  32	  19	    19	 181	 170	 140	   140	    1231	     1165	      885	        885	    1371	     1302	     1008	       1008	
documentation/systray/changesystrayicon.html                            	  25	  17	   9	     9	  89	  78	  33	    33	     615	      551	      303	        303	     681	      614	      330	        330	
documentation/systray/index.html                                        	  28	  22	  12	    12	  90	  80	  71	    71	     783	      721	      552	        552	     839	      772	      603	        603	
documentation/systray/issystrayicon.html                                	  23	  15	   8	     8	  76	  65	  48	    48	     555	      489	      338	        338	     612	      543	      382	        382	
documentation/systray/removesystrayicon.html                            	  20	  12	   8	     8	  53	  43	  39	    39	     475	      411	      348	        348	     511	      445	      382	        382	
documentation/systray/systrayicontooltip.html                           	  19	  12	   8	     8	  66	  57	  53	    53	     461	      404	      355	        355	     509	      450	      401	        401	
documentation/terrain/addterraintexture.html                            	  30	  22	  20	    20	 102	  91	  89	    89	     692	      628	      600	        600	     765	      698	      670	        670	
documentation/terrain/buildterrain.html                                 	  25	  17	  10	    10	  54	  43	  36	    36	     615	      551	      431	        431	     647	      580	      460	        460	
documentation/terrain/createterrain.html                                	  50	  43	  25	    25	 232	 222	 195	   195	    1713	     1654	     1299	       1299	    1897	     1835	     1473	       1473	
documentation/terrain/createterrainbody.html                            	  29	  21	  14	    14	 157	 146	 136	   136	     944	      880	      773	        773	    1075	     1008	      898	        898	
documentation/terrain/defineterraintile.html                            	  36	  28	  19	    19	 149	 138	 117	   117	     897	      833	      681	        681	    1013	      946	      782	        782	
documentation/terrain/freeterrain.html                                  	  24	  15	  10	    10	  85	  73	  68	    68	     642	      571	      498	        498	     706	      632	      559	        559	
documentation/terrain/getterraintileheightatpoint.html                  	  27	  20	  12	    12	  82	  72	  60	    60	     687	      628	      547	        547	     746	      684	      599	        599	
documentation/terrain/getterraintilelayerblend.html                     	  32	  25	   9	     9	 117	 107	  53	    53	     818	      759	      419	        419	     907	      845	      467	        467	
documentation/terrain/index.html                                        	  62	  56	  42	    42	 122	 112	  97	    97	    1823	     1761	     1465	       1465	    1883	     1816	     1520	       1520	
documentation/terrain/saveterrain.html                                  	  24	  16	   9	     9	  73	  62	  55	    55	     613	      549	      419	        419	     665	      598	      468	        468	
documentation/terrain/setterraintileheightatpoint.html                  	  32	  24	   9	     9	 107	  96	  71	    71	     861	      797	      581	        581	     939	      872	      646	        646	
documentation/terrain/setterraintilelayerblend.html                     	  36	  28	   8	     8	 140	 129	  68	    68	     985	      921	      508	        508	    1092	     1025	      571	        571	
documentation/terrain/setupterrains.html                                	  30	  22	  12	    12	 113	 102	  84	    84	     846	      782	      608	        608	     936	      869	      688	        688	
documentation/terrain/terrainheight.html                                	  23	  16	   9	     9	  83	  73	  63	    63	     553	      494	      391	        391	     617	      555	      449	        449	
documentation/terrain/terrainlocate.html                                	  22	  14	   6	     6	  53	  42	  29	    29	     418	      354	      243	        243	     452	      385	      269	        269	
documentation/terrain/terrainmousepick.html                             	  31	  24	  10	    10	 121	 111	  85	    85	     898	      839	      605	        605	     987	      925	      684	        684	
documentation/terrain/terrainrendermode.html                            	  24	  16	   6	     6	  68	  57	  37	    37	     605	      541	      369	        369	     654	      587	      405	        405	
documentation/terrain/terraintileheightatposition.html                  	  31	  24	   5	     5	 106	  96	  25	    25	     777	      718	      287	        287	     856	      794	      311	        311	
documentation/terrain/terraintilelayermapsize.html                      	  26	  19	   8	     8	  82	  72	  52	    52	     656	      597	      427	        427	     716	      654	      475	        475	
documentation/terrain/terraintilepointx.html                            	  27	  20	   7	     7	  83	  73	  48	    48	     626	      567	      343	        343	     686	      624	      388	        388	
documentation/terrain/terraintilepointy.html                            	  27	  20	   6	     6	  83	  73	  37	    37	     610	      551	      290	        290	     670	      608	      325	        325	
documentation/terrain/terraintilesize.html                              	  26	  19	   7	     7	  76	  66	  44	    44	     574	      515	      306	        306	     628	      566	      347	        347	
documentation/terrain/updateterrain.html                                	  23	  15	   7	     7	  46	  35	  26	    26	     565	      501	      286	        286	     591	      524	      308	        308	
documentation/terrain/updateterraintilelayerblend.html                  	  31	  23	   8	     8	  87	  76	  34	    34	     746	      682	      375	        375	     803	      736	      402	        402	
